crime,count,broad,detailed
POSS ANHYDROUS AMMONIA,4,Controlled Substances - Other,
ATT POSS. HYDROCODENE,3,Controlled Substances - Other,
ATT TO POSS CS BY FRAUD SCH 1/,2,Controlled Substances - Other,
FRAUD INT OBTAIN CONT SUB SCH,2,Controlled Substances - Other,CS Prescription
FRAUD POSS CS/PRESCRIPT SCH II,2,Controlled Substances - Other,CS Prescription
INTRO C/SUBSTANCE PENAL INST,2,Controlled Substances - Other,
ATT POSS PROH SUB CORR FACILIT,1,Controlled Substances - Other,
ATT UNLAW TRANS/REC CHEM PRECU,1,Controlled Substances - Other,
CRIMINAL CONSP POSS CONT SUB.,1,Controlled Substances - Other,
DISPENSE DRUG NON-MED PURPOSE,1,Controlled Substances - Other,
DISPENSE REFILL-II,1,Controlled Substances - Other,
DIVERT CON SUBSTANCE PERSONAL,1,Controlled Substances - Other,
DIVERT CS FOR ANOTHER PERSONS,1,Controlled Substances - Other,
GIVE ALCOHOL-NARC TO PRISONER,1,Controlled Substances - Other,
REFILLING PRESCRIPTION W/O AUT,1,Controlled Substances - Other,
SELL ABU GLUE/PNT-MINOR W/O PR,1,Controlled Substances - Other,
UNAUT COMMUNICATION OF PRESCRI,1,Controlled Substances - Other,
CHILD SUPPORT VIOLATION,,Crime Against Children,Child Custody
VIO CONTIN OBLIG BY CHILD,,Crime Against Children,Child Custody
ABAN/ENDANG CHILD W/INT T,,Crime Against Children,Endangering Child
PARENT CONTRIBUTING TO TR,,Crime Against Children,Endangering Child
UNRESTRAINED CHILD UNDER,,Crime Against Children,Endangering Child
UNSEC CHILD UND 17/TALLER,,Crime Against Children,Endangering Child
UNSEC CHILD UND 8/LESS TH,,Crime Against Children,Endangering Child
INJURY CHILD UNDER 15 B/I,,Crime Against Children,Injury to Child
INJURY CHILD-RECK-MENT IN,,Crime Against Children,Injury to Child
ABAN / ENDANG CHILD W / INT TO RET,,Crime Against Children,
ENTICING CHIL W / INT FELONY,,Crime Against Children,
INJURY CHILD UNDER 15 B / INJURY,,Crime Against Children,
EMPLOYMENT-HARM TO MINORS,5,Crime Against Children,
DIS CONDUCT FIGHT,,Disorderly Conduct,Disorderly Conduct
DIS CON UNRES NOISE PRI R,,Disorderly Conduct,Public Nuisance
EVAD ARREST/DETENTION W/P,,Evading/Resisting/Escaping,Evading/Resisting/Escaping
EVADE ARREST W/MOTOR VEHI,,Evading/Resisting/Escaping,Evading/Resisting/Escaping
EVADING ARREST-MOTOR VEHI,,Evading/Resisting/Escaping,Evading/Resisting/Escaping
OUT OF STATE - FUGITIVE,,Evading/Resisting/Escaping,Evading/Resisting/Escaping
EVAD ARREST / DETENTION W / PREV CONV,,Evading/Resisting/Escaping,
EVADE ARREST W / MOTOR VEHICLE,,Evading/Resisting/Escaping,
EVADING ARREST / DETENTION,,Evading/Resisting/Escaping,
EVADING ARREST / DETENTION W / VEHICLE,,Evading/Resisting/Escaping,
FUGITIVE - IN STATE - FELONY,,Evading/Resisting/Escaping,
FUGITIVE - OUT OF STATE,,Evading/Resisting/Escaping,
ATT ESCAPE IMPLEMENTS,8,Evading/Resisting/Escaping,
ATT ESCAPE-PENAL INSTIT,8,Evading/Resisting/Escaping,
RETALITAION AGNST/EASE OFFICER,7,Evading/Resisting/Escaping,
ATT ESCAPE IMPL-DEADLY WPN,3,Evading/Resisting/Escaping,
ATT ESCAPE-DEADLY WPN,2,Evading/Resisting/Escaping,
CONSP ESCAPE IMPLEMENTS,2,Evading/Resisting/Escaping,
CONSP PERM ESCAPE-FEL,2,Evading/Resisting/Escaping,
PERMIT ESCAPE-FEL,2,Evading/Resisting/Escaping,
ATTEMPTED EVADING ARREST,1,Evading/Resisting/Escaping,
CONSP ESCAPE-FEL,1,Evading/Resisting/Escaping,
ESCAPE IMPLEMENTS-DEADLY WPN,1,Evading/Resisting/Escaping,
ESCAPE-SBI-THREAT OF D/WPN,1,Evading/Resisting/Escaping,
ATT CRED CARD ABUSE-SELLE,,Fraud/Forgery/Impersonation,Credit Card Fraud
DISPLAY FICTITIOUS LICENS,,Fraud/Forgery/Impersonation,Forgery
FRAUD INTENT OBTAIN CS SC,,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
SEC EXEC DOC BY DECEPT>=$,,Fraud/Forgery/Impersonation,Fraud/Forgery/Impersonation
ILLEGAL USE OF BUYER'S TA,,Fraud/Forgery/Impersonation,Tax Evasion
CREDIT / DEBIT CARD ABUSE,,Fraud/Forgery/Impersonation,
CREDIT CARD / DEBT CARD ABUSE EL,,Fraud/Forgery/Impersonation,
DISP.FICT / CNTRFIT / INSP / CERT / IN,,Fraud/Forgery/Impersonation,
DISPLAY FICITIOUS LICENSE PLATE,,Fraud/Forgery/Impersonation,
FAIL TO ID TO P.O. FALSE INF / F,,Fraud/Forgery/Impersonation,
FICT. DL / CERT / ID,,Fraud/Forgery/Impersonation,
ALTERED DRIVERS LICENSE,9,Fraud/Forgery/Impersonation,
DECEPTIVE TRADE PRACTICE,9,Fraud/Forgery/Impersonation,
DL/ID-FICTIOUS-DISP TO ANOTHER,9,Fraud/Forgery/Impersonation,
POSS FORGED COMM DOCUMENT,9,Fraud/Forgery/Impersonation,
SEC EXEC DOC BY DECEPT>=$20<$5,9,Fraud/Forgery/Impersonation,
ATT FALSE STMT. TO OBTAIN CRED,8,Fraud/Forgery/Impersonation,
FALSE CERTIFICATION-APPLICANT,8,Fraud/Forgery/Impersonation,
FALSE INFO TO OBTAIN CREDIT,8,Fraud/Forgery/Impersonation,
STATE WELFARE VIOLATION,8,Fraud/Forgery/Impersonation,
UNAUTH POSS/USE FOOD STAMPS <$,8,Fraud/Forgery/Impersonation,
WORKERS COMP VIOL,8,Fraud/Forgery/Impersonation,
HINDERING SECURED CREDITORS,7,Fraud/Forgery/Impersonation,
LOTTERY ACT VIO-AID/CLM/PRIZE,7,Fraud/Forgery/Impersonation,
LOTTERY ACT VIO-FORGE/ACT,7,Fraud/Forgery/Impersonation,
ALTER/FORGE LOTT TICK <$10K,6,Fraud/Forgery/Impersonation,
ATT IMPERSON PUBLIC SERVANT,6,Fraud/Forgery/Impersonation,
ATT PASS FORGED COMM DOCUMENT,6,Fraud/Forgery/Impersonation,
ATT TAMPER W/GOVT RECORD,6,Fraud/Forgery/Impersonation,
DL/ID-POSS MORE THAN ONE VALID,6,Fraud/Forgery/Impersonation,
FORGERY-DEFRAUD OR HARM ELDERL,6,Fraud/Forgery/Impersonation,
FRAUD USE SELLER-CRED CARD,6,Fraud/Forgery/Impersonation,
ATT PASS FORGED GOVT INSTR,5,Fraud/Forgery/Impersonation,
ATT TAMPER WITH ID NO.,5,Fraud/Forgery/Impersonation,
ATTEMPT LOTTERY FRAUD,5,Fraud/Forgery/Impersonation,
UNLAWFUL TRANSFER FOOD STAMP,5,Fraud/Forgery/Impersonation,
ATT MANUF CRIM INSTR-FORGERY,4,Fraud/Forgery/Impersonation,
CREDIT CARD LAUNDER-VENDOR,4,Fraud/Forgery/Impersonation,
FALSE INFO TO-BY CREDIT BUREAU,4,Fraud/Forgery/Impersonation,
FALSE STMT. CERT/RECORD OR REP,4,Fraud/Forgery/Impersonation,
IMPERSONATE A CHIROPRACTOR,4,Fraud/Forgery/Impersonation,
"MISAPP/FIDUC/FINAN/ELD 20,000-",4,Fraud/Forgery/Impersonation,
POSSESSION OF DECEPTIVE DL/ID,4,Fraud/Forgery/Impersonation,
REC STOLEN CRED CARD,4,Fraud/Forgery/Impersonation,
SIMULATED OBJ-SELL,4,Fraud/Forgery/Impersonation,
ATT PASS FORGED CHECK,3,Fraud/Forgery/Impersonation,
ATT SELL CRIM SIMLTD OBJ,3,Fraud/Forgery/Impersonation,
ATT VIOL PRIV INV/SEC ACT,3,Fraud/Forgery/Impersonation,
BUY STOLEN CRED CARD,3,Fraud/Forgery/Impersonation,
CONSP FORGE COMM DOCUMENT,3,Fraud/Forgery/Impersonation,
FALSIFYING TAX FORMS,3,Fraud/Forgery/Impersonation,
FRAUD/DEL PRESC NOT MED SCH 3/,3,Fraud/Forgery/Impersonation,
LOTTERY-INFL SEL OF WINNER <$1,3,Fraud/Forgery/Impersonation,
MISAPP/FIDUC/FINAN $20-500,3,Fraud/Forgery/Impersonation,
ALTER/FORGE LOTT TICK >$10K,2,Fraud/Forgery/Impersonation,
ASSUMED NAME VIOLATION,2,Fraud/Forgery/Impersonation,
ATT DECEIVE EXEC DOCUMENT,2,Fraud/Forgery/Impersonation,
ATTEMPT INSUR FRAUD DEATH/SBI,2,Fraud/Forgery/Impersonation,
CONSP FORGE GOVT INSTRUMENT,2,Fraud/Forgery/Impersonation,
CONSP MISUSE CRED CARD-EXP,2,Fraud/Forgery/Impersonation,
CONSP PRESENT CRED CARD-EXP,2,Fraud/Forgery/Impersonation,
DEBIT CARD ABUSE-POSSESSION,2,Fraud/Forgery/Impersonation,
FRAUDLENT LIEN/CLAIM REF. RELE,2,Fraud/Forgery/Impersonation,
HIND SEC CRED >=100K <200K,2,Fraud/Forgery/Impersonation,
"INSURANCE FRAUD >200,000",2,Fraud/Forgery/Impersonation,
LOTT-FALSE STATEMENT,2,Fraud/Forgery/Impersonation,
MAKE/PROVIDE/POSS PEACE OFF ID,2,Fraud/Forgery/Impersonation,
"MISAPP/FIDUC/FINAN OVER 200,00",2,Fraud/Forgery/Impersonation,
POSS. FICTITIOUS POLICE DEPT.,2,Fraud/Forgery/Impersonation,
SELL STOLEN CRED CARD,2,Fraud/Forgery/Impersonation,
SIMLTD OBJ-FLS CERTIF,2,Fraud/Forgery/Impersonation,
SIMULATED OBJ-POSS TO SELL,2,Fraud/Forgery/Impersonation,
ANTI-TRUST VIOLATION,1,Fraud/Forgery/Impersonation,
ATT BUY STOLEN CRED CARD,1,Fraud/Forgery/Impersonation,
ATT DEST-CONCEAL WRITING,1,Fraud/Forgery/Impersonation,
ATT FALSE STATEMENT TO OBT CRE,1,Fraud/Forgery/Impersonation,
ATT FALSELY HLD ONESELF AS ATT,1,Fraud/Forgery/Impersonation,
ATT FRAUD/DESTR - PRICE TAG,1,Fraud/Forgery/Impersonation,
ATT ILL USE/ALT/TRSNF FOOD STA,1,Fraud/Forgery/Impersonation,
ATT MAKE CRIM SIMLTD OBJ,1,Fraud/Forgery/Impersonation,
ATT SELL STOLEN CRED CARD,1,Fraud/Forgery/Impersonation,
ATTEMPT TAMPER W/ODOMETER,1,Fraud/Forgery/Impersonation,
CONSP FORGE CHECK,1,Fraud/Forgery/Impersonation,
CONSP MANUF CR INST-FORGERY,1,Fraud/Forgery/Impersonation,
CONSP USE CRED CARD-FICT NR,1,Fraud/Forgery/Impersonation,
COUNTERFEIT TAX STAMPS,1,Fraud/Forgery/Impersonation,
CRED CARD-CANNOT PAY,1,Fraud/Forgery/Impersonation,
DEBIT CARD-PRESENT/USE EXPIRED,1,Fraud/Forgery/Impersonation,
DECEP CAUSE PERSON SGN/EXC DOC,1,Fraud/Forgery/Impersonation,
"DEST-CONCEAL WILL,DEED ETC",1,Fraud/Forgery/Impersonation,
ELECTION LAWS,1,Fraud/Forgery/Impersonation,
EMBEZZLE-BANKING-TYPE-INST,1,Fraud/Forgery/Impersonation,
FAIL TO PAY TAXES $10K < $20K,1,Fraud/Forgery/Impersonation,
FIDUCIARY MISAPP,1,Fraud/Forgery/Impersonation,
FORGERY ON TITLE DOCUMENT,1,Fraud/Forgery/Impersonation,
FRAUD - PUBLIC ASSISTANCE,1,Fraud/Forgery/Impersonation,
"FRAUD OBT/W/COMP INS COVER<$1,",1,Fraud/Forgery/Impersonation,
FRAUD OBT/W/COMP INS COVER=>$1,1,Fraud/Forgery/Impersonation,
FRAUD REC MONEY-FAILING INST,1,Fraud/Forgery/Impersonation,
FRAUD RECORD KEEP PHARMACIST,1,Fraud/Forgery/Impersonation,
FRAUD TRANS MTR VEH >$20K,1,Fraud/Forgery/Impersonation,
FRAUD/SUBSTANDARD/FICTICOUS DE,1,Fraud/Forgery/Impersonation,
FRD FINANCE STATE FALSE/GRNDLE,1,Fraud/Forgery/Impersonation,
HIND SEC CRED >=500 <1500,1,Fraud/Forgery/Impersonation,
HIND SEC CRED PROC >200<1500,1,Fraud/Forgery/Impersonation,
IDENTITY THEFT B/ELECT DEVICE,1,Fraud/Forgery/Impersonation,
ILL-USE LICENSE OF ANOTHER,1,Fraud/Forgery/Impersonation,
LOTTERY ACT VIOL - SELL TICKET,1,Fraud/Forgery/Impersonation,
"MEDICAID FRAUD 20,000 - 100,00",1,Fraud/Forgery/Impersonation,
MISREPRESENTATION OF AGE BY MI,1,Fraud/Forgery/Impersonation,
POSS FORGED BIRTH CERTIFICATE,1,Fraud/Forgery/Impersonation,
POSSESSION OF FORGED INSTRUMEN,1,Fraud/Forgery/Impersonation,
PURPORTS TO ACT AS VOTER AGENT,1,Fraud/Forgery/Impersonation,
RIG PUBLIC CONTEST,1,Fraud/Forgery/Impersonation,
SECURE EXECUTION DECEPTION ELD,1,Fraud/Forgery/Impersonation,
SOL/FALSE STATE CHAR DONATION,1,Fraud/Forgery/Impersonation,
TRADEMARK COUNTERFEITING_< $20,1,Fraud/Forgery/Impersonation,
VIOL CONSTRUCTION TRUST FUND,1,Fraud/Forgery/Impersonation,
WORKERS COMP VIOL <$750,1,Fraud/Forgery/Impersonation,
HARASSMENT OF PUBLIC SERV,,Harassment/Stalking,Harassment-Stalking
VIOL. OF PROTECTIVE ORDER,,Harassment/Stalking,Violation of Protective Order
VIOLATION PROTECTIVE ORDE,,Harassment/Stalking,Violation of Protective Order
ATTEMPT HARASSMENT,6,Harassment/Stalking,
ONLINE HAR-NAME/PERSONA CREATE,5,Harassment/Stalking,
HARASSMENT,2,Harassment/Stalking,
RUDELY ACCOSTING FEMALE,2,Harassment/Stalking,
TRESPASS VIOL COURT ORDER,2,Harassment/Stalking,
VIOL BOND/PROT ORDER W/2 PREV,1,Harassment/Stalking,
ATT UNLAW RESTRAINT RISK/SBI,7,Kidnapping,
BURG W-INTENT KIDNAP,2,Kidnapping,
CONSP COMMIT KIDNAPPING,1,Kidnapping,
SMUGGLING OF PERSONS:  SBI OR,1,Kidnapping,
INTERSTATE COMPACT AGREEM,,Licensing,Licensing
POSS/PUR/CONS/REC TOBACCO,,Licensing,Licensing
FAIL TO STOP RENDER ASSI,,Low Level Crime,Low Level Crime
FAILURE OR REFUSAL TO PAY,,Low Level Crime,Low Level Crime
FAILURE TO ATTEND SCHOOL,,Low Level Crime,Low Level Crime
INTERFERE DUTIES PUB SERV,,Low Level Crime,Low Level Crime
SPEEDING IN A SCHOOL ZONE,,Low Level Crime,Low Level Crime
UNLAW USE OF CRIMINAL INS,,Low Level Crime,Low Level Crime
FAILURE TO APPEAR,,Obstructing,Obstructing - Failure to appear
FAILURE TO APPEAR IN COUR,,Obstructing,Obstructing - Failure to appear
VIOLAT PROMISE TO APPEAR,,Obstructing,Obstructing - Failure to appear
VIOLATE PROMISE TO APPEAR,,Obstructing,Obstructing - Failure to appear
FAIL IDENT TO P-O-FUGITIV,,Obstructing,Obstructing - Failure to identify
FAIL TO ID TO P.O. FALSE,,Obstructing,Obstructing - Failure to identify
FALSE STATEMENT TO OBTAIN,,Obstructing,Obstructing - False Alarm/Report
ATT BRIBE PUBLIC SERVANT-GIVE,9,Obstructing,
ATT TAMPER WITH WITNESS,9,Obstructing,
ATT BRIBERY-COMMERCIAL,7,Obstructing,
ATT FALSE STATEMENT (RACE TRAC,7,Obstructing,
ATTEMPT DISARM WEAPON FROM P/O,7,Obstructing,
FAIL ID AS WITNESS TO POLICE,6,Obstructing,
FAIL TO DISPLAY COURT ORDER,6,Obstructing,
OBSTRUCT,6,Obstructing,
TAMP.FABRICATE PYH.EVID.HUM.RE,6,Obstructing,
ATT BRIBE PUBLIC SERVANT-OFFER,5,Obstructing,
ATT INTERF W/EMERG TELEP CALL,5,Obstructing,
CONTEMPT OF COURT,5,Obstructing,
ATT BRIBERY,4,Obstructing,
FABRICATE PHYSICAL EVIDENCE,4,Obstructing,
FAILURE TO APPEAR IN COURT,3,Obstructing,
FALS NAME WHL WITNS/ CRM PROSE,3,Obstructing,
REMOVAL OF GOVERNMENT RECORD,3,Obstructing,
WITNESS BENEFIT FROM TAMPERING,3,Obstructing,
ATT COMMERCIAL BRIBE,2,Obstructing,
FABRICATING EVIDENCE,2,Obstructing,
FAIL TO REPORT DEATH,2,Obstructing,
FAIL TO REPT INJ/ACC AT ONCE,2,Obstructing,
FAIL/ALLOW INSPECTION OF RECOR,2,Obstructing,
INJ OR INTERFERE PO SUPV ANIM,2,Obstructing,
INTERFERRING WITH TABC OFFICER,2,Obstructing,
OBSTRUCT POLICE,2,Obstructing,
PREVENTING EXECUTION CIVIL PRO,2,Obstructing,
REFUSE TO SURRENDER DL/ID,2,Obstructing,
RETAL/AGAINST A CRT PARTICIP,2,Obstructing,
TAMPER W/WITNESS/OFFER TO A WI,2,Obstructing,
CONSP COMMERCIAL BRIBE,1,Obstructing,
INTER W/POLICE SERVICE ANIMAL,1,Obstructing,
INTERFERRING WITH A FIREMAN,1,Obstructing,
OBEDIENCE REQU TO P.O.,1,Obstructing,
SOLICIT BRIBE-PUBLIC SERVANT,1,Obstructing,
SUBORNATION OF PERJURY,1,Obstructing,
TAMPERING WITH A WITNESS,1,Obstructing,
VOTER ACCEPTING BRIBE,1,Obstructing,
TAMPER / FABRICATE EVIDENCE,,Obstructing,
ENGAGING IN ORG CRIM ACTI,,Organized Crime,Organized Crime
BENCH WARRANT,,Procedure,Procedure
FEDERAL PRISONER (HOLD FO,,Procedure,Procedure
MOTION TO REVOKE PAROLE,,Procedure,Procedure
PROSTITUTION - NON PUBLIC,,Prostitution,Prostitution
PROSTITUTION - PUBLIC OFF,,Prostitution,Prostitution
VIOL SEXUALLY ORIENTED EN,,Prostitution,Prostitution
PROSTITUTION - NON PUBLIC OFFER,,Prostitution,
PROSTITUTION WITH 3 OR MORE PRIORS,,Prostitution,
COMPEL PROST BY FORCE/THREAT/F,3,Sexual Assault,
IMPROPER CONTACT WITH VICTIM,2,Sexual Assault,
ATT COMPL PROSTITUTION-FORCE,1,Sexual Assault,
CIVIL RIGHTS VIOL SEXUAL,1,Sexual Assault,
CONSP COMPEL PROST-FORCE,1,Sexual Assault,
TOUCHING,1,Sexual Assault,
IMPROPER/PHOTOG/VISUAL RE,,Sexual Non-Assault,Obscene Material
OBSC DISTRIBUTION,6,Sexual Non-Assault,
PUB LEWDNESS-ANIMAL,5,Sexual Non-Assault,
OBSC COMMERCIAL THEATER,4,Sexual Non-Assault,
OBSC/POSS/PRO/MAT/CORP,4,Sexual Non-Assault,
OBSCN/POSS/OBSCN/MAT/WHOL/PRO,4,Sexual Non-Assault,
INCEST-ADULT 12.44A,3,Sexual Non-Assault,
LEWD DANCING,3,Sexual Non-Assault,
OBSC/PROM/MAT/CORP,3,Sexual Non-Assault,
OBSCN/WHOL/PROM OF OBSCENE DEV,2,Sexual Non-Assault,
OBSC COMMERCIAL DIST,1,Sexual Non-Assault,
ORGANIZED RETAIL THEFT <$,,Theft,Theft
THFT MATERIAL ALUM/BRNZ/C,,Theft,Theft
ATT UNAUTH USE OF MOTOR V,,Theft,Theft - Unauth Use of Vehicle
THEFT OF SERVICE $1500-20,,Theft,Theft F3 - Service
THEFT - AGGREGATE $1500 -,,Theft,Theft FS/F3
THEFT OF SERVICE UNDER $2,,Theft,Theft MA - Service
THEFT >=$100<$750,,Theft,Theft MB
THEFT OF SERVICE $500-150,,Theft,Theft MB - Service
THEFT UNDER $50 (UNDER $2,,Theft,Theft MC
ORGANIZED RETAIL THEFT >$1500 <$20K,,Theft,
THEFT $100 - $750,,Theft,
"THEFT AGGREGATE =>$2,500<=$30K 1CW",,Theft,
THEFT-THIRD OFFENDER,,Theft,
THFT MATERIAL ALUM / BRNZ / COPPR / BRASS,,Theft,
THEFT - AGGREGATE $1500 - $20K,,Theft,
CONSP THEFT >=$1500 <$20K,7,Theft,
POSS OF POLICE PARAPHENALIA,7,Theft,
SHOPLIFTING 3RD OFFENDER,7,Theft,
LARC,6,Theft,
EXTORT,5,Theft,
CONSP THEFT $0 - #20,4,Theft,
CONSP THEFT-$200-10000,4,Theft,
CONSPIR COMMIT UUMV,4,Theft,
ATT POSS UNLAW TELECOMM SRVCS>,3,Theft,
CONSP THEFT-$200-10000-VEH,3,Theft,
STOLEN PROP,3,Theft,
UNAUTH RECORDING IN THEATER,3,Theft,
UNAUTH USE OF CABLE TELEVISION,3,Theft,
ATT POSS UNLAW TELECOMM DEVICE,2,Theft,
CONSP THEFT-OVER $10000,2,Theft,
THREAT-PROP,2,Theft,
ATT STEAL CRED CARD,1,Theft,
CONSP THEFT $20-$200,1,Theft,
CONSP THEFT $750-$20000,1,Theft,
CONSP THEFT TRADE SECRET,1,Theft,
NON-PAYMENT ON TIMBER CONTRACT,1,Theft,
SOLICIT-COMMIT FELONY THEFT,1,Theft,
STOLEN VEHICLE,1,Theft,
THREAT-FALSE INFO,1,Theft,
THEFT 2500-30K,,Theft,
DEFECT/IMPROP EXHAUST SYS,,Traffic Offense,Traffic Offense
DISGARD FLASHING RED LIGH,,Traffic Offense,Traffic Offense
DISREG TRAFFIC CONTROL DE,,Traffic Offense,Traffic Offense
DROVE WITHOUT LIGHTS WHEN,,Traffic Offense,Traffic Offense
DROVE WRONG SIDE OF ROAD,,Traffic Offense,Traffic Offense
FAIL STOP DESIG POINT/STO,,Traffic Offense,Traffic Offense
FAIL TO CHANGE ADDRESS OF,,Traffic Offense,Traffic Offense
FAIL TO SIGNAL LANE CHANG,,Traffic Offense,Traffic Offense
FAIL TO YIELD AT INTERSEC,,Traffic Offense,Traffic Offense
FAILURE TO DRIVE IN SINGL,,Traffic Offense,Traffic Offense
NO SEAT BELT-PASSENGER,,Traffic Offense,Traffic Offense
NO STOP LIGHTS,,Traffic Offense,Traffic Offense
PARKED ON BRIDGE OR IN TU,,Traffic Offense,Traffic Offense
TIRE VIOLATION COMMERCIAL,,Traffic Offense,Traffic Offense
TURN OPPOSITE DIR CURVE/G,,Traffic Offense,Traffic Offense
TURNED LEFT FROM WRONG LA,,Traffic Offense,Traffic Offense
EXPIRED INSPECTION CERTIF,,Traffic Offense,Traffic Offense
EXPIRED LICENSE PLATES ON,,Traffic Offense,Traffic Offense
OPERATE UNREGISTERED MOTO,,Traffic Offense,Traffic Offense
DISP.FICT/CNTRFIT/INSP/CE,,Traffic Offense,Traffic Offense
OPER OF VEH W/O LIC PLT O,,Traffic Offense,Traffic Offense
FAILURE TO GIVE INFO-LAND,,Traffic Offense,Traffic Offense - Hit and Run
FAILURE TO STOP & GIVE IN,,Traffic Offense,Traffic Offense - Hit and Run
FAIL TO MAINT FINAN RESP-,,Traffic Offense,Traffic Offense - No Insurance
FAILURE MAINTAIN FINANCIA,,Traffic Offense,Traffic Offense - No Insurance
FORGERY GOVT FINANCIAL IN,,Traffic Offense,Traffic Offense - No Insurance
NO LIABILITY INS,,Traffic Offense,Traffic Offense - No Insurance
DRIVERS LICENSE VIOLATION,,Traffic Offense,Traffic Offense - No License
DRIVING WHILE LIC SUSPEND,,Traffic Offense,Traffic Offense - No License
DRIVING WHILE LIC. SUSP./,,Traffic Offense,Traffic Offense - No License
DRIVING WHILE LICENSE INV,,Traffic Offense,Traffic Offense - No License
DRIVING WHILE LICENSE SUS,,Traffic Offense,Traffic Offense - No License
DRV W/LIC INV W/PR CN/SUS,,Traffic Offense,Traffic Offense - No License
NO DRIVER LICENSE ON DEMA,,Traffic Offense,Traffic Offense - No License
NO DRIVER'S LICENSE,,Traffic Offense,Traffic Offense - No License
NO MOTOR CYCLE LICENSE,,Traffic Offense,Traffic Offense - No License
NO MOTORCYCLE LICENSE,,Traffic Offense,Traffic Offense - No License
NO OPERATORS LICENSE ON D,,Traffic Offense,Traffic Offense - No License
DRIVING WHILE LIC. SUSP. / ENHAN,,Traffic Offense,
DRV W / LIC INV W / PR CN / SUS / W / O,,Traffic Offense,
FAIL TO STOP RENDER ASSIST,,Traffic Offense,
ACCIDENT INVOLVING INJURY / DEAT,,Traffic Offense,Traffic Offense - Hit and Run
DRIVING VIOL OF DRIV RESTRICTI,9,Traffic Offense,
DISPLAY SUSPND DL,8,Traffic Offense,
OPR CERTAIN MV ON/NEAR PUBLIC,8,Traffic Offense,
FAIL STOP DESIG POINT/STOP SIG,7,Traffic Offense,
FAILED TO YEILD TO EMERGENCY V,7,Traffic Offense,
FOLLOWING TOO CLOSELY,7,Traffic Offense,
COUNTERFEIT DISABLED PARK PLAC,6,Traffic Offense,
INSPECT STICKER-DISPLAY FICT,6,Traffic Offense,
SPINNING TIRES ON PAVEMENT,6,Traffic Offense,
UNLICENSED MOTOR VEH/TITLE SER,6,Traffic Offense,
DISPLAYED FICTITIOUS DRIVER LI,5,Traffic Offense,
DRIVING WHILE LIC INVALID PRE/,5,Traffic Offense,
FAIL TO SIGNAL LANE CHANGE,5,Traffic Offense,
ALTER MVI STICKER,4,Traffic Offense,
CERTIFICATE OF TITLE VIOL,4,Traffic Offense,
DISPLACED FICITIOUS REGISTRATI,4,Traffic Offense,
DRIVE WRONG SIDE ROAD - NO PAS,4,Traffic Offense,
DRIVING ON SHOULDER,4,Traffic Offense,
FAIL TO YEILD RIGHT OF WAY,4,Traffic Offense,
ILLEGIBLE PLATES DISLAYED,4,Traffic Offense,
PASSED WHEN UNSAFE,4,Traffic Offense,
UNAUTH INSURANCE PROHIBITED,4,Traffic Offense,
V/RES. B ACCOMP/BY LIC DRIV.OV,4,Traffic Offense,
ATT DISP. FICT/INSP/CERTIF,3,Traffic Offense,
DISP INSP CERT ISS OTHER VEH,3,Traffic Offense,
DISPLAY FICITIOUS MTR VEH REGI,3,Traffic Offense,
FAIL TO CHANGE ADDRESS OF DRIV,3,Traffic Offense,
FAIL TO USE DESIGNATED LANE,3,Traffic Offense,
FAILURE TO STOP AND GIVE REPT,3,Traffic Offense,
FAILURE TO YEILD AT STOP INTER,3,Traffic Offense,
IMPEDING TRAFFIC,3,Traffic Offense,
OBSCUR/INTERFER TRAF CONT DEV,3,Traffic Offense,
OPERATE UNREGISTERED MOTOR VEH,3,Traffic Offense,
PASS WHEN UNSAFE,3,Traffic Offense,
POSS/OPERATE SALVAGE MOTOR VEH,3,Traffic Offense,
SPEEDING MOT DRIV CYCLE (OVER,3,Traffic Offense,
TAMPER GOVT RECORD/LICENSE PLA,3,Traffic Offense,
BLOCKING MOVING LANE OF TRAFFI,2,Traffic Offense,
"CONTEST OF SPEED ""DRAG RACING""",2,Traffic Offense,
DISPLAY EXPIRED TEXAS REGISTRA,2,Traffic Offense,
DISPLAY SUSP DRIVER LICENSE,2,Traffic Offense,
DL/ID-LEND/PERMIT USE BY OTHER,2,Traffic Offense,
DRIVING NO PLATES,2,Traffic Offense,
DRIVING WRONG WAY ON ONE WAY R,2,Traffic Offense,
FAIL DISP LIC REC - COMM VEH,2,Traffic Offense,
FAIL TO KEEP RCDS VEH REPAIRS,2,Traffic Offense,
FAIL TO TIMELY FILE FINANCIAL,2,Traffic Offense,
FALSE SWEARING ON DL APPLICATI,2,Traffic Offense,
ILLEGAL DR LIC / PERS ID CERT,2,Traffic Offense,
MOTOR VEHICLE INSPECTION VIOL,2,Traffic Offense,
NO LICENSE PLATE LIGHT,2,Traffic Offense,
NO TAIL LIGHT,2,Traffic Offense,
NO TDL DISPLAY ON DEMAND 3RD O,2,Traffic Offense,
PASSING EMERGENCY VEHICLE,2,Traffic Offense,
SPEEDING IN AN URBAN DISTRICT,2,Traffic Offense,
TAMP W/GOVN RECORD - M.V. TRAN,2,Traffic Offense,
TAMPER WITH ODOMETER,2,Traffic Offense,
TRAFFIC  MISDEMEANOR,2,Traffic Offense,
TURN IN UNSAFE MANNER,2,Traffic Offense,
